epoch	utc	load1	load5	load15
1789657693	2026-09-17T15:08:13Z	0.63	0.85	0.63
1789657698	2026-09-17T15:08:18Z	0.74	0.87	0.64
1789657703	2026-09-17T15:08:23Z	0.76	0.87	0.64
1789657708	2026-09-17T15:08:28Z	0.70	0.86	0.64
1789657713	2026-09-17T15:08:33Z	0.73	0.86	0.64
1789657718	2026-09-17T15:08:38Z	0.75	0.87	0.64
1789657723	2026-09-17T15:08:43Z	0.93	0.90	0.66
1789657728	2026-09-17T15:08:48Z	0.94	0.90	0.66
1789657733	2026-09-17T15:08:53Z	0.86	0.89	0.65
