epoch	utc	load1	load5	load15
1789662804	2026-09-17T16:33:24Z	2.39	3.12	9.02
1789662814	2026-09-17T16:33:34Z	2.73	3.17	8.97
1789662824	2026-09-17T16:33:44Z	3.15	3.24	8.93
1789662834	2026-09-17T16:33:54Z	3.20	3.25	8.86
1789662844	2026-09-17T16:34:04Z	3.17	3.24	8.79
1789662854	2026-09-17T16:34:14Z	3.45	3.30	8.75
1789662864	2026-09-17T16:34:24Z	3.61	3.34	8.70
