2026-09-17T05:54:55Z	{ 10.01 34.54 48.02 }
2026-09-17T05:55:25Z	{ 7.23 31.51 46.45 }
2026-09-17T05:55:55Z	{ 7.78 29.35 45.15 }
2026-09-17T05:56:25Z	{ 6.54 27.00 43.76 }
2026-09-17T05:56:55Z	{ 5.89 24.91 42.42 }
2026-09-17T05:57:25Z	{ 5.32 22.97 41.11 }
2026-09-17T05:57:55Z	{ 5.60 21.33 39.88 }
2026-09-17T05:58:26Z	{ 5.89 19.92 38.73 }
2026-09-17T05:58:56Z	{ 5.39 18.48 37.55 }
2026-09-17T05:59:26Z	{ 5.81 17.13 36.29 }
2026-09-17T05:59:56Z	{ 5.88 16.06 35.24 }
2026-09-17T06:00:26Z	{ 5.51 15.02 34.20 }
2026-09-17T06:00:56Z	{ 5.86 14.19 33.23 }
2026-09-17T06:01:26Z	{ 6.60 13.56 32.34 }
2026-09-17T06:01:56Z	{ 8.55 13.31 31.60 }
2026-09-17T06:02:26Z	{ 12.26 13.84 31.16 }
2026-09-17T06:02:57Z	{ 9.98 13.16 30.31 }
2026-09-17T06:03:27Z	{ 8.86 12.58 29.51 }
2026-09-17T06:03:57Z	{ 6.57 11.68 28.60 }
2026-09-17T06:04:27Z	{ 4.68 10.74 27.67 }
2026-09-17T06:04:57Z	{ 4.66 10.15 26.87 }
2026-09-17T06:05:27Z	{ 5.20 9.80 26.16 }
2026-09-17T06:05:57Z	{ 5.54 9.42 25.46 }
2026-09-17T06:06:27Z	{ 5.64 9.08 24.77 }
2026-09-17T06:06:57Z	{ 4.80 8.55 24.04 }
2026-09-17T06:07:27Z	{ 4.63 8.15 23.36 }
2026-09-17T06:07:57Z	{ 5.16 7.94 22.75 }
2026-09-17T06:08:27Z	{ 5.14 7.69 22.15 }
2026-09-17T06:08:57Z	{ 4.88 7.38 21.54 }
2026-09-17T06:09:27Z	{ 5.05 7.21 20.98 }
2026-09-17T06:09:58Z	{ 4.17 6.79 20.35 }
2026-09-17T06:10:28Z	{ 4.90 6.71 19.85 }
2026-09-17T06:10:58Z	{ 5.81 6.72 19.40 }
2026-09-17T06:11:28Z	{ 6.86 6.90 19.02 }
2026-09-17T06:11:58Z	{ 5.64 6.60 18.49 }
2026-09-17T06:12:28Z	{ 4.99 6.35 17.99 }
2026-09-17T06:12:58Z	{ 5.25 6.27 17.56 }
2026-09-17T06:13:28Z	{ 4.99 6.12 17.11 }
2026-09-17T06:13:58Z	{ 7.25 6.53 16.87 }
2026-09-17T06:14:28Z	{ 9.02 6.94 16.66 }
2026-09-17T06:14:59Z	{ 11.37 7.75 16.62 }
2026-09-17T06:15:29Z	{ 21.22 10.44 17.28 }
2026-09-17T06:15:59Z	{ 27.88 13.24 18.07 }
2026-09-17T06:16:29Z	{ 26.50 14.09 18.20 }
2026-09-17T06:17:00Z	{ 31.50 16.48 18.92 }
2026-09-17T06:17:30Z	{ 26.90 16.98 19.03 }
2026-09-17T06:18:00Z	{ 18.73 15.95 18.58 }
2026-09-17T06:18:30Z	{ 15.17 15.30 18.25 }
2026-09-17T06:19:00Z	{ 12.04 14.52 17.86 }
2026-09-17T06:19:30Z	{ 11.52 14.14 17.61 }
2026-09-17T06:20:00Z	{ 9.66 13.45 17.24 }
2026-09-17T06:20:30Z	{ 10.72 13.36 17.07 }
2026-09-17T06:21:00Z	{ 10.68 13.11 16.86 }
2026-09-17T06:21:31Z	{ 8.44 12.35 16.45 }
2026-09-17T06:22:01Z	{ 8.74 12.05 16.20 }
2026-09-17T06:22:31Z	{ 7.77 11.50 15.86 }
2026-09-17T06:23:01Z	{ 6.79 10.91 15.49 }
2026-09-17T06:23:31Z	{ 5.42 10.20 15.07 }
2026-09-17T06:24:01Z	{ 5.05 9.67 14.71 }
2026-09-17T06:24:31Z	{ 4.98 9.20 14.37 }
2026-09-17T06:25:01Z	{ 4.41 8.66 13.99 }
2026-09-17T06:25:31Z	{ 5.48 8.51 13.75 }
2026-09-17T06:26:01Z	{ 5.86 8.28 13.45 }
2026-09-17T06:26:31Z	{ 5.96 8.08 13.20 }
2026-09-17T06:27:01Z	{ 6.95 8.11 13.04 }
2026-09-17T06:27:31Z	{ 8.02 8.25 12.91 }
2026-09-17T06:28:01Z	{ 7.00 7.97 12.65 }
2026-09-17T06:28:31Z	{ 8.58 8.27 12.60 }
2026-09-17T06:29:01Z	{ 7.60 8.07 12.37 }
