2026-09-17T15:59:30Z	{ 10.60 24.77 41.51 }
2026-09-17T15:59:40Z	{ 12.06 24.61 41.26 }
2026-09-17T15:59:50Z	{ 12.17 24.23 40.93 }
2026-09-17T16:00:00Z	{ 12.63 23.93 40.62 }
2026-09-17T16:00:10Z	{ 14.22 23.89 40.42 }
2026-09-17T16:00:20Z	{ 14.12 23.57 40.11 }
2026-09-17T16:00:30Z	{ 15.26 23.50 39.89 }
2026-09-17T16:00:40Z	{ 14.31 23.02 39.53 }
2026-09-17T16:00:50Z	{ 12.90 22.43 39.12 }
2026-09-17T16:01:00Z	{ 13.66 22.28 38.88 }
2026-09-17T16:01:10Z	{ 12.63 21.78 38.50 }
2026-09-17T16:01:20Z	{ 12.04 21.35 38.16 }
2026-09-17T16:01:30Z	{ 11.45 20.91 37.81 }
2026-09-17T16:01:40Z	{ 11.62 20.64 37.51 }
2026-09-17T16:01:50Z	{ 11.25 20.27 37.18 }
2026-09-17T16:02:00Z	{ 10.29 19.76 36.80 }
2026-09-17T16:02:10Z	{ 10.29 19.44 36.49 }
2026-09-17T16:02:20Z	{ 10.54 19.20 36.20 }
2026-09-17T16:02:30Z	{ 10.35 18.86 35.89 }
2026-09-17T16:02:40Z	{ 10.56 18.64 35.61 }
2026-09-17T16:02:50Z	{ 11.29 18.53 35.37 }
2026-09-17T16:03:00Z	{ 11.70 18.37 35.12 }
2026-09-17T16:03:10Z	{ 12.18 18.25 34.88 }
2026-09-17T16:03:20Z	{ 11.97 18.01 34.60 }
2026-09-17T16:03:30Z	{ 10.74 17.55 34.24 }
2026-09-17T16:03:40Z	{ 11.72 17.53 34.04 }
2026-09-17T16:03:50Z	{ 12.94 17.60 33.87 }
2026-09-17T16:04:00Z	{ 12.42 17.33 33.58 }
2026-09-17T16:04:11Z	{ 11.33 16.94 33.25 }
2026-09-17T16:04:21Z	{ 10.78 16.63 32.95 }
2026-09-17T16:04:31Z	{ 12.38 16.79 32.82 }
2026-09-17T16:04:41Z	{ 12.34 16.63 32.58 }
2026-09-17T16:04:51Z	{ 12.59 16.53 32.35 }
2026-09-17T16:05:01Z	{ 13.32 16.56 32.18 }
2026-09-17T16:05:11Z	{ 14.50 16.71 32.05 }
2026-09-17T16:05:21Z	{ 14.22 16.58 31.82 }
2026-09-17T16:05:31Z	{ 14.60 16.59 31.65 }
2026-09-17T16:05:41Z	{ 14.16 16.43 31.41 }
2026-09-17T16:05:51Z	{ 14.91 16.51 31.27 }
2026-09-17T16:06:01Z	{ 14.15 16.30 31.02 }
2026-09-17T16:06:11Z	{ 15.53 16.52 30.93 }
2026-09-17T16:06:21Z	{ 16.13 16.61 30.79 }
2026-09-17T16:06:31Z	{ 17.19 16.82 30.70 }
2026-09-17T16:06:41Z	{ 15.45 16.47 30.41 }
2026-09-17T16:06:51Z	{ 16.01 16.55 30.28 }
2026-09-17T16:07:01Z	{ 15.83 16.50 30.10 }
2026-09-17T16:07:11Z	{ 15.51 16.40 29.90 }
2026-09-17T16:07:21Z	{ 14.66 16.19 29.67 }
2026-09-17T16:07:31Z	{ 13.34 15.85 29.39 }
2026-09-17T16:07:41Z	{ 11.60 15.40 29.07 }
2026-09-17T16:07:51Z	{ 10.96 15.14 28.82 }
